sé são paulo,bom retiro são paulo,consolação são paulo,aclimação são paulo,cambuci são paulo,lapa são paulo,brás são paulo,carandiru são paulo,penha de frança são paulo,santo amaro são paulo,pari são paulo,casa verde são paulo,pinheiros são paulo,itaim bibi são paulo,vila clementino são paulo,ipiranga são paulo,vila maria são paulo,água fria são paulo,vila matilde são paulo,são miguel paulista são paulo,perdizes são paulo,ponte rasa são paulo,parelheiros são paulo,sacomã são paulo,campo belo são paulo,freguesia do ó são paulo,vila diva são paulo,tatuapé são paulo,vila carrão são paulo,itaquera são paulo,pirituba são paulo,vila sonia são paulo,jabaquara são paulo,vila mariana são paulo,campo limpo são paulo,vila gustavo são paulo,vila santa maria são paulo,vila rica são paulo,parque são lucas são paulo,cidade ademar são paulo,guaianazes são paulo,vila brasilândia são paulo,perus são paulo,capão redondo são paulo,cidade dutra são paulo,são mateus são paulo,itaim paulista são paulo,butantã são paulo,parque são jorge são paulo,parque do carmo são paulo,vila alpina são paulo,vila formosa são paulo,ermelino matarazzo são paulo,vila jacuí são paulo,artur alvim são paulo,teotônio vilela são paulo,vila ema são paulo,jaçanã são paulo,santa cecília são paulo,jardins são paulo,belém são paulo,portal do morumbi são paulo,parque novo mundo são paulo,ceagesp são paulo,parque santo antônio são paulo,monções são paulo,americanópolis são paulo,campo grande são paulo,socorro são paulo
15,59,73,0,41,80,74,0,52,91,37,39,47,67,23,34,84,0,47,56,60,39,31,61,51,44,88,76,67,73,80,63,95,79,97,0,0,0,84,100,90,70,39,71,43,67,83,72,0,0,53,54,45,40,30,100,82,86,43,61,80,0,34,58,0,0,0,69,83
34,29,69,0,95,76,59,0,0,96,27,57,77,35,42,32,40,69,40,65,74,0,29,52,60,100,50,93,27,62,87,0,77,51,100,0,0,46,60,0,0,49,38,63,0,66,92,76,0,52,0,68,69,51,55,63,25,60,29,69,79,62,38,32,0,62,0,58,78
18,57,44,0,33,63,49,82,40,79,54,29,63,60,19,30,54,0,40,97,51,87,33,34,52,68,67,63,55,78,70,25,92,57,72,0,20,32,83,23,44,44,18,10,25,53,65,86,48,42,54,100,100,97,54,58,0,0,31,30,72,81,71,49,0,0,51,58,65
10,43,56,59,69,82,68,100,22,85,58,58,73,64,0,32,89,0,74,99,50,19,11,14,39,49,0,72,44,75,76,0,91,62,66,52,0,0,61,0,20,0,70,49,44,77,93,90,0,0,37,62,61,0,47,0,36,57,45,31,95,78,62,51,0,0,0,62,63
20,43,16,59,66,65,70,0,57,87,0,30,58,42,40,25,70,0,18,56,65,0,16,0,38,65,100,74,33,53,100,52,68,66,73,0,0,16,59,22,85,74,59,34,34,66,90,62,0,0,44,26,54,38,0,58,70,18,100,68,74,65,82,13,0,0,0,62,55
15,85,39,49,42,71,68,0,0,71,53,36,82,40,55,31,63,0,45,56,40,38,21,43,53,46,56,66,58,64,73,75,54,94,80,49,0,73,0,17,99,0,0,35,69,55,47,76,73,66,25,58,91,0,24,0,53,60,49,62,68,0,37,45,0,86,50,58,62
28,40,76,36,57,80,59,53,83,79,76,38,73,65,56,39,77,0,17,82,77,34,34,20,50,42,0,93,0,62,50,63,72,95,69,0,0,25,86,0,62,37,45,36,45,55,73,73,30,63,25,64,60,0,0,0,38,52,37,58,87,0,51,22,0,46,0,59,65
26,57,70,47,41,76,56,40,55,74,61,36,58,49,58,30,77,19,0,77,62,67,14,37,52,27,0,75,0,67,56,75,84,73,51,0,0,35,65,39,34,54,71,34,48,57,84,70,64,0,44,40,92,20,41,20,74,41,49,65,58,0,48,43,37,0,22,57,64
26,30,42,43,63,83,64,0,0,83,71,35,78,36,38,39,48,31,37,45,57,45,23,42,61,39,0,63,27,90,90,0,78,62,70,21,0,21,37,0,40,0,48,41,0,73,72,64,0,64,0,58,69,29,32,44,51,47,37,63,69,78,43,58,0,0,43,65,81
17,33,56,46,62,70,59,0,99,82,35,32,92,47,55,35,69,0,51,94,57,0,26,75,44,41,0,86,36,67,67,62,84,82,68,0,0,36,22,0,50,0,60,49,16,67,70,73,51,0,39,49,43,100,54,27,27,67,16,69,89,0,94,50,0,42,0,60,69
25,63,61,55,58,83,67,43,78,85,54,57,92,69,27,34,66,0,41,75,60,35,25,31,70,58,0,71,20,58,81,0,100,70,80,0,0,43,51,48,48,0,57,34,48,77,82,73,0,0,26,51,76,0,100,26,37,34,71,66,80,45,28,50,0,31,67,70,76
27,51,59,50,81,86,65,44,19,84,0,45,81,64,29,34,79,0,49,69,59,0,34,16,100,54,0,74,29,85,67,0,90,68,77,0,27,63,39,31,32,0,21,55,27,72,74,63,41,0,61,44,46,0,54,0,62,43,23,59,83,0,36,66,33,0,32,55,70
36,53,48,69,93,71,70,40,65,90,72,60,82,84,18,42,68,32,45,76,49,22,40,48,51,63,47,70,0,85,71,40,82,100,93,0,0,47,85,19,69,32,57,63,67,61,56,69,100,0,16,58,71,20,31,0,45,19,81,58,83,39,44,75,0,38,0,71,71
28,58,69,71,63,64,77,0,22,71,60,53,78,53,70,33,68,0,36,53,66,41,28,46,49,20,67,74,39,65,51,0,63,66,71,0,31,0,0,10,65,0,47,60,26,65,63,70,44,18,67,74,40,0,59,24,33,0,21,77,83,0,83,63,0,83,0,58,85
25,51,39,80,24,58,66,80,0,75,0,20,85,58,30,36,48,0,33,58,61,25,12,63,34,87,0,55,27,55,83,60,70,55,91,0,0,15,31,0,65,0,38,59,32,78,84,84,0,33,32,56,35,0,0,60,55,20,43,52,64,0,39,59,39,0,0,60,74
18,61,52,55,60,67,70,39,20,69,36,50,87,65,59,31,50,37,23,70,43,24,17,78,43,37,86,85,47,67,66,49,65,74,64,0,58,0,31,12,52,0,39,51,36,55,60,61,33,22,0,56,53,0,31,47,27,48,49,82,79,0,17,35,22,29,26,67,84
31,100,63,57,61,65,65,62,49,71,20,100,77,75,53,37,76,40,100,57,61,0,23,46,69,69,0,72,32,65,58,27,74,66,57,0,0,22,26,29,53,0,40,60,41,74,90,89,28,0,53,52,61,0,39,0,64,36,99,80,80,0,96,51,0,28,26,76,66
15,60,62,64,53,91,73,62,51,79,61,29,58,52,56,37,86,43,23,69,61,18,56,30,81,77,0,80,0,70,86,0,82,74,75,0,27,26,64,30,24,33,70,61,43,74,75,97,0,91,32,59,58,0,24,51,38,100,51,57,96,0,34,49,83,21,38,57,78
26,67,81,84,100,60,74,0,73,71,46,26,71,98,43,33,69,70,31,80,58,29,31,65,56,59,0,80,53,62,69,64,66,79,61,22,24,0,45,22,42,0,84,59,30,66,73,67,0,0,0,56,73,28,31,50,92,25,38,55,63,0,61,70,0,43,0,51,70
26,60,42,80,59,88,97,67,36,90,52,34,82,62,59,28,70,50,28,64,89,0,100,0,77,95,0,74,72,76,100,33,86,81,94,51,0,46,65,47,89,0,71,73,51,100,87,77,0,0,68,34,39,36,0,41,36,53,50,63,79,41,39,52,43,0,71,100,76
38,35,76,66,41,65,100,81,67,76,32,32,67,22,24,27,100,0,29,73,72,0,35,32,32,61,0,92,67,100,66,36,76,66,82,0,28,29,58,47,63,0,68,26,35,74,47,63,0,51,0,48,77,38,20,0,0,0,40,58,83,38,78,48,66,0,59,56,77
24,49,69,40,32,68,93,0,0,83,42,0,94,62,37,28,78,0,81,67,56,17,32,14,57,67,0,100,21,64,83,0,75,70,85,0,0,27,26,55,100,0,53,52,68,85,82,74,0,0,100,38,100,53,56,34,33,64,35,74,70,51,47,74,0,22,90,51,70
27,31,100,0,39,73,78,0,70,74,77,41,75,87,61,38,64,40,59,76,49,77,55,34,76,77,76,74,67,69,59,87,73,58,81,0,17,0,91,19,52,0,36,37,46,75,44,61,0,77,37,63,38,25,0,0,53,15,52,75,89,0,48,74,55,0,38,61,77
9,44,49,36,53,95,77,0,53,81,100,34,75,45,47,36,73,21,26,78,81,60,47,41,78,23,81,76,100,81,84,40,82,63,82,0,0,0,47,29,80,0,70,60,100,88,59,69,0,0,0,62,70,34,60,0,48,58,57,65,83,87,29,66,31,23,0,71,75
31,71,41,69,94,75,74,0,65,64,45,44,96,56,28,51,67,21,24,56,54,28,24,0,73,65,0,87,36,75,65,0,82,100,63,24,0,22,26,15,36,0,59,70,85,95,76,72,78,38,29,30,27,0,0,97,100,47,48,56,77,79,22,30,57,43,37,69,76
24,56,72,0,93,90,62,58,35,85,56,36,88,90,45,37,77,0,57,99,60,23,22,63,71,47,42,68,0,76,67,34,85,40,98,0,32,0,52,31,79,37,60,77,59,67,76,88,0,71,50,62,66,0,47,0,63,64,40,53,82,0,64,69,35,26,40,77,100
48,62,81,30,24,71,67,88,75,82,73,31,84,57,35,40,55,0,68,66,39,47,31,41,57,36,0,73,81,49,64,100,83,86,82,49,0,29,42,18,51,0,41,41,34,76,57,55,0,59,37,71,28,65,43,0,22,29,45,90,89,0,40,41,0,49,0,72,86
26,66,55,28,50,73,69,53,45,72,60,31,68,48,57,40,73,0,43,73,81,0,47,59,73,86,0,81,69,68,66,0,85,80,60,21,0,0,100,0,81,0,31,53,53,62,83,93,31,66,32,27,88,0,35,88,79,58,42,69,97,0,48,31,33,25,0,64,68
22,63,37,0,44,90,71,27,47,89,51,31,82,100,92,40,62,0,39,44,83,21,49,16,66,47,0,79,55,82,81,0,84,99,49,31,0,0,71,23,59,46,64,33,60,78,45,87,0,100,20,71,23,57,41,0,85,23,19,76,74,84,67,46,60,81,57,84,83
21,52,48,100,63,85,66,50,0,75,90,47,100,71,52,35,60,0,82,65,62,0,33,43,41,58,48,85,79,73,64,70,76,73,62,0,0,0,42,0,30,45,81,58,55,73,88,86,0,33,54,31,69,0,48,0,0,38,49,100,100,0,0,51,0,32,47,51,88
20,71,74,47,92,100,61,50,100,76,28,52,75,51,17,33,75,0,53,55,73,100,26,47,37,43,0,76,46,79,79,28,66,82,59,22,25,0,0,16,41,0,63,64,59,75,44,60,0,53,17,51,0,0,54,46,70,25,25,63,76,0,67,72,89,22,0,61,79
35,61,47,45,72,87,70,49,49,74,85,49,84,80,100,35,73,26,53,62,57,29,45,35,71,87,0,66,22,74,55,0,91,79,66,57,100,17,86,16,74,0,63,43,60,91,100,66,28,45,18,77,89,0,29,24,35,95,22,65,96,82,100,100,55,20,57,71,77
28,57,59,15,42,95,69,22,22,88,46,36,93,68,37,39,74,0,88,84,63,0,52,100,59,91,0,83,84,68,78,39,91,78,87,21,18,26,41,43,45,0,62,47,24,78,91,92,35,25,51,83,44,52,39,42,97,61,22,80,90,65,50,52,0,0,0,69,77
23,60,73,29,74,74,65,72,33,88,44,39,97,87,19,41,58,43,53,62,57,60,13,48,65,51,53,70,52,69,82,0,63,53,87,0,0,26,71,12,55,0,60,89,41,80,62,100,75,20,32,70,25,47,0,45,33,35,44,57,99,0,83,63,0,100,0,75,58
19,42,74,82,76,76,69,48,35,100,0,31,88,64,37,68,66,28,42,68,94,22,50,56,63,46,0,75,66,93,83,28,55,85,94,0,0,17,59,24,65,0,31,65,59,71,54,80,0,0,0,51,38,0,44,24,0,36,40,56,76,47,0,38,100,0,0,61,69
28,82,23,74,89,72,65,0,0,67,67,43,75,43,91,100,75,0,85,81,58,0,38,61,50,43,0,75,0,77,72,31,76,63,60,24,35,100,0,26,52,36,66,72,31,77,79,58,0,55,37,76,99,0,44,0,53,36,63,35,66,0,27,57,64,20,0,59,90
41,62,69,58,69,87,78,26,58,71,51,39,87,70,33,55,61,49,35,82,100,70,42,59,58,50,97,74,36,82,55,39,61,78,91,19,17,15,0,29,59,34,100,100,52,80,65,55,51,33,41,78,0,26,82,39,42,44,50,90,81,51,32,62,41,50,81,57,81
10,69,34,0,49,87,76,0,45,91,74,35,96,73,41,45,51,0,68,64,65,31,47,56,61,54,47,71,48,77,75,60,53,60,83,42,23,0,0,0,72,0,43,62,46,77,82,89,55,42,14,80,31,56,23,0,36,41,27,66,80,0,41,66,28,34,41,63,68
25,81,40,58,82,96,86,74,59,74,58,54,71,57,49,36,64,37,54,77,93,0,43,55,80,58,0,71,0,71,51,0,70,80,68,30,0,0,0,29,48,100,60,33,68,82,83,77,80,45,57,94,75,0,31,34,58,91,45,55,69,88,49,43,0,0,0,58,81
22,50,50,63,49,66,66,62,43,80,59,25,83,43,53,44,63,0,68,82,65,0,24,42,38,37,0,53,43,69,80,92,69,73,61,0,0,0,61,33,58,0,41,45,82,53,58,74,68,0,57,46,71,0,40,95,51,78,56,52,82,71,27,74,0,59,41,67,93
29,44,42,54,77,73,68,57,51,69,28,43,85,98,65,57,49,20,40,93,59,0,38,40,34,86,0,77,0,75,90,0,73,90,84,0,0,37,0,40,83,0,45,51,50,66,53,76,0,25,48,30,47,0,66,0,57,0,55,78,89,83,70,25,0,0,0,53,66
32,51,48,26,67,88,61,60,41,73,0,34,66,85,28,40,66,0,34,91,70,64,19,36,59,75,36,73,80,67,81,48,67,78,63,0,0,26,26,60,51,0,63,66,54,75,70,74,33,0,0,51,0,31,31,0,0,44,52,57,73,0,75,43,30,26,100,48,70
19,61,68,38,45,77,70,72,62,76,16,35,85,68,47,37,67,100,25,62,74,23,34,82,73,57,0,65,27,51,69,43,78,66,69,32,21,33,0,41,44,0,46,48,44,78,66,69,0,0,33,70,46,0,30,48,52,45,28,64,88,0,42,73,29,0,64,59,54
24,70,44,49,63,64,66,64,29,68,56,36,90,40,71,42,68,0,49,85,51,0,28,45,77,44,0,64,13,60,50,59,66,53,52,25,22,19,0,19,47,46,63,73,45,61,73,52,0,0,29,37,50,0,27,0,0,0,49,71,57,0,22,75,0,47,27,58,52
23,68,63,35,34,82,64,37,44,67,39,33,75,77,37,42,51,26,56,54,58,23,28,54,44,58,0,62,54,57,61,44,42,57,51,100,31,15,35,20,19,0,43,15,21,54,90,77,0,65,35,67,62,70,23,23,18,38,39,55,68,0,20,17,25,0,0,57,67
27,69,31,53,67,57,56,90,0,56,49,37,96,46,24,34,53,0,23,58,53,0,24,33,28,61,0,48,53,59,75,0,59,19,55,0,0,33,26,0,18,0,38,25,58,37,59,34,0,0,29,48,50,0,36,0,85,19,40,46,75,0,21,60,0,0,0,48,39
100,52,49,38,86,64,63,43,70,52,15,14,57,55,0,35,53,41,24,40,76,0,21,43,49,9,0,50,0,72,66,29,61,56,61,21,0,14,0,0,24,0,36,24,31,41,76,44,0,0,36,44,52,0,0,0,0,48,56,55,55,67,0,33,0,23,0,54,51
15,44,61,51,27,58,63,53,28,63,12,23,69,52,38,26,51,30,23,38,55,18,24,46,37,39,0,74,24,47,56,0,48,47,44,26,0,17,0,17,31,0,86,19,53,59,58,24,0,22,27,62,58,25,26,0,25,28,23,44,54,100,27,51,84,0,0,36,45
11,55,41,50,38,66,64,0,77,60,35,22,66,83,0,36,40,0,34,48,33,15,8,0,24,30,0,64,19,58,67,0,46,68,47,40,0,0,32,18,9,46,27,23,22,53,51,43,38,47,43,21,26,0,56,34,23,44,40,48,40,0,49,45,53,45,0,36,30
14,40,52,64,75,77,68,0,23,58,20,30,78,44,32,42,57,0,32,49,49,27,16,39,47,71,52,48,13,48,51,42,65,58,47,0,0,0,0,0,47,36,33,53,34,67,57,23,0,0,35,35,44,49,70,0,48,30,29,43,45,0,26,35,0,31,97,39,51
23,56,36,37,49,74,53,35,48,46,53,29,61,65,42,36,58,0,24,44,42,23,24,31,57,21,36,72,0,44,52,37,61,63,56,0,39,0,27,57,0,0,40,38,45,58,85,61,27,38,30,57,19,0,38,0,41,77,36,53,56,61,20,37,0,0,68,47,73
26,51,49,52,46,48,43,43,47,65,32,19,73,41,0,42,41,0,54,100,46,0,33,44,48,34,0,58,51,52,54,24,70,25,56,36,0,0,87,14,11,0,36,14,30,52,46,29,0,98,62,0,76,0,46,83,0,25,38,31,54,0,36,54,48,39,0,45,60
